Date,State,Market Arrivals (given year),Market Arrivals (previous year),% (+/-) WRT(previous year),State%
2022-10-01,Manipur,101.4,93.5,8.45,0.01
2022-10-01,Nagaland,0.0,0.0,0.0,0.0
2022-10-01,Rajasthan,145823.49,51919.1,180.87,12.23
2022-10-01,Tamil Nadu,50.0,32.52,53.75,0.0
2022-10-01,Telangana,19337.29,19437.38,-0.51,1.62
2022-10-01,Uttar Pradesh,2960.0,400.0,640.0,0.25
2022-10-01,Uttrakhand,1.1,0.0,110.0,0.0
2022-11-01,Andhra Pradesh,0.0,0.0,0.0,0.0
2022-11-01,Chattisgarh,2929.0,2581.9,13.44,0.21
2022-11-01,Gujarat,24250.13,18924.16,28.14,1.73
2022-11-01,Karnataka,17615.0,16521.0,6.62,1.26
2022-11-01,Madhya Pradesh,829719.99,577988.99,43.55,59.19
2022-11-01,Maharashtra,353787.62,261387.0,35.35,25.24
2022-11-01,Manipur,136.6,110.3,23.84,0.01
2022-11-01,Nagaland,16.0,4.0,300.0,0.0
2022-11-01,Rajasthan,147799.04,69782.1,111.8,10.54
2022-11-01,Tamil Nadu,99.7,28.04,255.56,0.01
2022-11-01,Telangana,20649.47,8433.04,144.86,1.47
2022-11-01,Uttar Pradesh,4715.0,592.3,696.05,0.34
2022-11-01,Uttrakhand,33.8,8.6,293.02,0.0
2022-12-01,Andhra Pradesh,1.5,0.0,150.0,0.0
2022-12-01,Chattisgarh,1700.8,1895.8,-10.29,0.23
2022-12-01,Gujarat,10930.58,8069.56,35.45,1.45
2022-12-01,Karnataka,10966.0,8138.0,34.75,1.46
2022-12-01,Madhya Pradesh,460474.18,423583.97,8.71,61.21
2022-12-01,Maharashtra,197544.25,185563.0,6.46,26.26
2022-12-01,Manipur,129.8,126.9,2.29,0.02
2022-12-01,Nagaland,8.0,9.0,-11.11,0.0
2022-12-01,Rajasthan,66050.02,36102.2,82.95,8.78
2022-12-01,Tamil Nadu,0.0,0.0,0.0,0.0
2022-12-01,Telangana,2813.88,4854.58,-42.04,0.37
2022-12-01,Uttar Pradesh,1630.5,1037.0,57.23,0.22
2022-12-01,Uttrakhand,77.0,0.0,7700.0,0.01
2023-01-01,Andhra Pradesh,3.9,0.0,390.0,0.0
2023-01-01,Chattisgarh,1543.6,917.2,68.29,0.28
2023-01-01,Gujarat,7334.51,4324.68,69.6,1.31
2023-01-01,Karnataka,9330.0,8750.0,6.63,1.67
2023-01-01,Madhya Pradesh,359333.44,280522.43,28.09,64.28
2023-01-01,Maharashtra,145133.0,156491.0,-7.26,25.96
2023-01-01,Manipur,118.4,109.9,7.73,0.02
2023-01-01,Nagaland,19.0,5.0,280.0,0.0
2023-01-01,Rajasthan,34127.43,28947.7,17.89,6.1
2023-01-01,Tamil Nadu,0.0,0.0,0.0,0.0
2023-01-01,Telangana,1254.11,1917.41,-34.59,0.22
2023-01-01,Uttar Pradesh,836.0,4480.0,-81.34,0.15
2023-01-01,Uttrakhand,0.0,55.6,-100.0,0.0
2023-02-01,Andhra Pradesh,0.9,0.0,90.0,0.0
2023-02-01,Chattisgarh,1301.8,864.9,50.51,0.25
2023-02-01,Gujarat,5506.7,3633.45,51.56,1.06
2023-02-01,Karnataka,5999.0,11753.0,-48.96,1.16
2023-02-01,Madhya Pradesh,300510.05,189792.3,58.34,58.11
2023-02-01,Maharashtra,174186.0,161009.0,8.18,33.68
2023-02-01,Manipur,125.8,115.5,8.92,0.02
2023-02-01,Nagaland,35.0,20.0,75.0,0.01
2023-02-01,Rajasthan,26635.98,22082.3,20.62,5.15
2023-02-01,Tamil Nadu,0.0,0.0,0.0,0.0
2023-02-01,Telangana,929.63,4526.1,-79.46,0.18
2023-02-01,Uttar Pradesh,1910.0,5015.0,-61.91,0.37
2023-02-01,Uttrakhand,5.0,19.9,-74.87,0.0
2023-03-01,Andhra Pradesh,1.1,0.0,110.0,0.0
2023-03-01,Chattisgarh,835.3,1400.9,-40.37,0.34
2023-03-01,Gujarat,1929.04,1683.58,14.58,0.79
2023-03-01,Karnataka,4809.0,6899.0,-30.29,1.98
2023-03-01,Madhya Pradesh,119025.35,100303.73,18.66,48.89
2023-03-01,Maharashtra,106201.0,109233.0,-2.78,43.63
2023-03-01,Manipur,111.6,130.5,-14.48,0.05
2023-03-01,Nagaland,46.0,44.0,4.55,0.02
2023-03-01,Rajasthan,9677.95,13311.3,-27.3,3.98
2023-03-01,Tamil Nadu,0.0,0.0,0.0,0.0
2023-03-01,Telangana,439.36,924.19,-52.46,0.18
2023-03-01,Uttar Pradesh,338.5,7690.0,-95.6,0.14
2023-03-01,Uttrakhand,23.0,29.8,-22.82,0.01
2023-04-01,Andhra Pradesh,2.1,0.0,210.0,0.0
2023-04-01,Chattisgarh,727.6,667.1,9.07,0.28
2023-04-01,Gujarat,3197.66,1401.77,128.12,1.23
2023-04-01,Karnataka,4186.0,6271.0,-33.25,1.61
2023-04-01,Madhya Pradesh,113211.64,72115.94,56.99,43.55
2023-04-01,Maharashtra,128061.59,124216.0,3.1,49.26
2023-04-01,Manipur,111.8,112.7,-0.8,0.04
2023-04-01,Nagaland,29.1,19.0,53.16,0.01
2023-04-01,Rajasthan,10023.3,10687.0,-6.21,3.86
2023-04-01,Tamil Nadu,0.0,0.0,0.0,0.0
2023-04-01,Telangana,301.36,1424.82,-78.85,0.12
2023-04-01,Uttar Pradesh,88.0,3810.0,-97.69,0.03
2023-04-01,Uttrakhand,15.0,56.11,-73.27,0.01
2023-05-01,Andhra Pradesh,1.0,0.0,100.0,0.0
2023-05-01,Chattisgarh,424.5,438.2,-3.13,0.16
2023-05-01,Gujarat,3445.02,1530.72,125.06,1.28
2023-05-01,Karnataka,3449.0,2082.0,65.66,1.28
2023-05-01,Madhya Pradesh,118155.78,64963.76,81.88,43.9
2023-05-01,Maharashtra,130713.62,80326.0,62.73,48.57
2023-05-01,Manipur,12.5,129.2,-90.33,0.0
2023-05-01,Nagaland,9.35,19.0,-50.79,0.0
2023-05-01,Rajasthan,12111.9,9562.3,26.66,4.5
2023-05-01,Tamil Nadu,0.0,0.0,0.0,0.0
2023-05-01,Telangana,154.14,681.67,-77.39,0.06
2023-05-01,Uttar Pradesh,535.0,13060.0,-95.9,0.2
2023-05-01,Uttrakhand,135.3,95.96,41.0,0.05
2023-06-01,Andhra Pradesh,0.3,0.0,30.0,0.0
2023-06-01,Chattisgarh,663.5,654.4,1.39,0.21
2023-06-01,Gujarat,4092.93,2307.54,77.37,1.31
2023-06-01,Karnataka,1979.0,2464.0,-19.68,0.63
2023-06-01,Madhya Pradesh,170136.2,147900.19,15.03,54.4
2023-06-01,Maharashtra,114447.57,67076.58,70.62,36.59
2023-06-01,Manipur,0.0,123.4,-100.0,0.0
2023-06-01,Nagaland,1.0,23.0,-95.65,0.0
2023-06-01,Rajasthan,20829.18,20558.9,1.31,6.66
2023-06-01,Tamil Nadu,0.0,0.0,0.0,0.0
2023-06-01,Telangana,214.11,389.61,-45.05,0.07
2023-06-01,Uttar Pradesh,300.0,9710.0,-96.91,0.1
2023-06-01,Uttrakhand,111.4,77.35,44.02,0.04
2023-07-01,Andhra Pradesh,3.4,0.0,340.0,0.0
2023-07-01,Chattisgarh,1050.7,663.7,58.31,0.29
2023-07-01,Gujarat,4835.38,2216.05,118.2,1.33
2023-07-01,Karnataka,1660.0,1417.0,17.15,0.46
2023-07-01,Madhya Pradesh,237371.31,214629.13,10.6,65.22
2023-07-01,Maharashtra,83570.74,67134.24,24.48,22.96
2023-07-01,Manipur,45.0,124.8,-63.94,0.01
2023-07-01,Nagaland,0.0,37.0,-100.0,0.0
2023-07-01,Rajasthan,34925.63,29579.7,18.07,9.6
2023-07-01,Tamil Nadu,0.0,0.0,0.0,0.0
2023-07-01,Telangana,111.38,358.99,-68.97,0.03
2023-07-01,Uttar Pradesh,321.0,2959.0,-89.15,0.09
2023-07-01,Uttrakhand,39.1,0.0,3910.0,0.01
2023-08-01,Andhra Pradesh,2.4,0.0,240.0,0.0
2023-08-01,Chattisgarh,1109.0,597.2,85.7,0.41
2023-08-01,Gujarat,5486.3,1792.9,206.0,2.04
2023-08-01,Karnataka,1145.0,2968.0,-61.42,0.42
2023-08-01,Madhya Pradesh,173529.39,207390.91,-16.33,64.41
2023-08-01,Maharashtra,69806.41,59537.46,17.25,25.91
2023-08-01,Manipur,94.6,135.4,-30.13,0.04
2023-08-01,Nagaland,0.0,0.0,0.0,0.0
2023-08-01,Rajasthan,17305.95,27703.9,-37.53,6.42
2023-08-01,Tamil Nadu,0.0,75.4,-100.0,0.0
2023-08-01,Telangana,75.34,195.02,-61.37,0.03
2023-08-01,Uttar Pradesh,825.0,250.0,230.0,0.31
2023-08-01,Uttrakhand,50.8,17.3,193.64,0.02
2023-09-01,Andhra Pradesh,1.8,0.0,180.0,0.0
2023-09-01,Chattisgarh,620.6,168.6,268.09,0.35
2023-09-01,Gujarat,4129.93,1589.78,159.78,2.34
2023-09-01,Karnataka,1841.0,5538.0,-66.76,1.04
2023-09-01,Madhya Pradesh,98320.77,206754.16,-52.45,55.73
2023-09-01,Maharashtra,44884.17,32983.84,36.08,25.44
2023-09-01,Manipur,64.3,114.4,-43.79,0.04
2023-09-01,Nagaland,0.0,0.0,0.0,0.0
2023-09-01,Rajasthan,25845.6,21696.95,19.12,14.65
2023-09-01,Tamil Nadu,0.0,75.4,-100.0,0.0
2023-09-01,Telangana,181.79,1864.26,-90.25,0.1
2023-09-01,Uttar Pradesh,522.0,15.0,3380.0,0.3
2023-09-01,Uttrakhand,0.0,6.3,-100.0,0.0
2023-10-01,Andhra Pradesh,12.2,0.0,1220.0,0.0
2023-10-01,Chattisgarh,2411.1,2291.7,5.21,0.15
2023-10-01,Gujarat,65427.56,19991.6,227.28,4.13
2023-10-01,Karnataka,21823.0,21927.0,-0.47,1.38
2023-10-01,Madhya Pradesh,878274.47,745900.67,17.75,55.48
2023-10-01,Maharashtra,397623.62,233725.01,70.12,25.12
2023-10-01,Manipur,101.4,101.4,0.0,0.01
2023-10-01,Nagaland,0.0,0.0,0.0,0.0
2023-10-01,Rajasthan,202460.4,145823.49,38.84,12.79
2023-10-01,Tamil Nadu,0.0,50.0,-100.0,0.0
2023-10-01,Telangana,10751.37,19337.29,-44.4,0.68
2023-10-01,Uttar Pradesh,4041.0,2960.0,36.52,0.26
2023-10-01,Uttrakhand,1.0,1.1,-9.09,0.0
2023-11-01,Andhra Pradesh,28.4,0.0,2840.0,0.0
2023-11-01,Chattisgarh,2895.2,2929.0,-1.15,0.26
2023-11-01,Gujarat,31382.41,24250.13,29.41,2.82
2023-11-01,Karnataka,19729.0,17615.0,12.0,1.77
2023-11-01,Madhya Pradesh,598648.79,829719.99,-27.85,53.7
2023-11-01,Maharashtra,362501.56,353787.62,2.46,32.52
2023-11-01,Manipur,99.4,136.6,-27.23,0.01
2023-11-01,Nagaland,0.0,16.0,-100.0,0.0
2023-11-01,Rajasthan,86317.4,147799.04,-41.6,7.74
2023-11-01,Tamil Nadu,0.0,99.7,-100.0,0.0
2023-11-01,Telangana,8263.56,20649.47,-59.98,0.74
2023-11-01,Uttar Pradesh,4933.1,4715.0,4.63,0.44
2023-11-01,Uttrakhand,0.0,33.8,-100.0,0.0
2023-12-01,Andhra Pradesh,8.5,1.5,466.67,0.0
2023-12-01,Chattisgarh,1843.5,1700.8,8.39,0.29
2023-12-01,Gujarat,15134.14,10930.58,38.46,2.37
2023-12-01,Karnataka,8067.0,10966.0,-26.44,1.26
2023-12-01,Madhya Pradesh,412317.81,460474.18,-10.46,64.5
2023-12-01,Maharashtra,148650.31,197544.25,-24.75,23.25
2023-12-01,Manipur,34.0,129.8,-73.81,0.01
2023-12-01,Nagaland,0.0,8.0,-100.0,0.0
2023-12-01,Rajasthan,49426.5,66050.02,-25.17,7.73
2023-12-01,Tamil Nadu,0.0,0.0,0.0,0.0
2023-12-01,Telangana,1336.64,2813.88,-52.5,0.21
2023-12-01,Uttar Pradesh,2339.0,1630.5,43.45,0.37
2023-12-01,Uttrakhand,89.0,77.0,15.58,0.01
2024-01-01,Andhra Pradesh,8.5,3.9,117.95,0.0
2024-01-01,Chattisgarh,17169.0,1543.6,1012.27,3.42
2024-01-01,Gujarat,7593.78,7334.51,3.53,1.51
2024-01-01,Karnataka,4231.0,9330.0,-54.65,0.84
2024-01-01,Madhya Pradesh,298411.52,359333.44,-16.95,59.4
2024-01-01,Maharashtra,142050.0,145133.0,-2.12,28.28
2024-01-01,Manipur,25.3,118.4,-78.63,0.01
2024-01-01,Nagaland,0.5,19.0,-97.37,0.0
2024-01-01,Rajasthan,30806.2,34127.43,-9.73,6.13
2024-01-01,Tamil Nadu,0.0,0.0,0.0,0.0
2024-01-01,Telangana,757.88,1254.11,-39.57,0.15
2024-01-01,Uttar Pradesh,1270.0,836.0,51.91,0.25
2024-01-01,Uttrakhand,14.5,0.0,1450.0,0.0
2024-02-01,Andhra Pradesh,1.5,0.9,66.67,0.0
2024-02-01,Chattisgarh,7478.0,1301.8,474.44,1.79
2024-02-01,Gujarat,4917.56,5506.7,-10.7,1.18
2024-02-01,Karnataka,3989.0,5999.0,-33.51,0.96
2024-02-01,Madhya Pradesh,261654.6,300510.05,-12.93,62.75
2024-02-01,Maharashtra,94594.77,174186.0,-45.69,22.68
2024-02-01,Manipur,23.7,125.8,-81.16,0.01
2024-02-01,Nagaland,0.0,35.0,-100.0,0.0
2024-02-01,Rajasthan,34039.8,26635.98,27.8,8.16
2024-02-01,Tamil Nadu,0.0,0.0,0.0,0.0
2024-02-01,Telangana,845.36,929.63,-9.06,0.2
2024-02-01,Uttar Pradesh,9455.0,1910.0,395.03,2.27
2024-02-01,Uttrakhand,0.0,5.0,-100.0,0.0
2024-03-01,Andhra Pradesh,4.5,1.1,309.09,0.0
2024-03-01,Chattisgarh,4209.9,835.3,404.0,1.29
2024-03-01,Gujarat,3620.36,1929.04,87.68,1.11
2024-03-01,Karnataka,4161.0,4809.0,-13.47,1.27
2024-03-01,Madhya Pradesh,184921.25,119025.35,55.36,56.65
2024-03-01,Maharashtra,95597.28,106201.0,-9.98,29.28
2024-03-01,Manipur,11.7,111.6,-89.52,0.0
2024-03-01,Nagaland,0.0,46.0,-100.0,0.0
2024-03-01,Rajasthan,29396.94,9677.95,203.75,9.01
2024-03-01,Tamil Nadu,0.0,0.0,0.0,0.0
2024-03-01,Telangana,933.29,439.36,112.42,0.29
2024-03-01,Uttar Pradesh,3580.0,338.5,957.61,1.1
2024-03-01,Uttrakhand,3.6,23.0,-84.35,0.0
2024-04-01,Andhra Pradesh,0.2,2.1,-90.48,0.0
2024-04-01,Chattisgarh,2403.8,727.6,230.37,0.95
2024-04-01,Gujarat,4057.64,3197.66,26.89,1.6
2024-04-01,Karnataka,2498.0,4186.0,-40.32,0.99
2024-04-01,Madhya Pradesh,165256.71,113211.64,45.97,65.32
2024-04-01,Maharashtra,57967.2,128061.59,-54.73,22.91
2024-04-01,Manipur,10.0,111.8,-91.06,0.0
2024-04-01,Nagaland,0.0,29.1,-100.0,0.0
2024-04-01,Rajasthan,17720.25,10023.3,76.79,7.0
2024-04-01,Tamil Nadu,0.0,0.0,0.0,0.0
2024-04-01,Telangana,364.26,301.36,20.87,0.14
2024-04-01,Uttar Pradesh,2675.0,88.0,2939.77,1.06
2024-04-01,Uttrakhand,34.5,15.0,130.0,0.01
2024-05-01,Andhra Pradesh,0.7,1.0,-30.0,0.0
2024-05-01,Chattisgarh,1123.98,424.5,164.78,0.27
2024-05-01,Gujarat,6217.76,3445.02,80.49,1.48
2024-05-01,Karnataka,4801.0,3449.0,39.2,1.15
2024-05-01,Madhya Pradesh,238940.91,118155.78,102.23,57.02
2024-05-01,Maharashtra,143645.33,130713.62,9.89,34.28
2024-05-01,Manipur,10.9,12.5,-12.8,0.0
2024-05-01,Nagaland,0.0,9.35,-100.0,0.0
2024-05-01,Rajasthan,22475.3,12111.9,85.56,5.36
2024-05-01,Tamil Nadu,0.0,0.0,0.0,0.0
2024-05-01,Telangana,202.45,154.14,31.34,0.05
2024-05-01,Uttar Pradesh,1618.0,535.0,202.43,0.39
2024-05-01,Uttrakhand,0.0,135.3,-100.0,0.0
2024-06-01,Andhra Pradesh,1.0,0.3,233.33,0.0
2024-06-01,Chattisgarh,2303.0,663.5,247.1,0.49
2024-06-01,Gujarat,6370.57,4092.93,55.65,1.36
2024-06-01,Karnataka,4222.0,1979.0,113.34,0.9
2024-06-01,Madhya Pradesh,321698.95,170136.2,89.08,68.47
2024-06-01,Maharashtra,95923.0,114447.57,-16.19,20.42
2024-06-01,Manipur,9.43,0.0,943.0,0.0
2024-06-01,Nagaland,0.0,1.0,-100.0,0.0
2024-06-01,Rajasthan,38615.11,20829.18,85.39,8.22
2024-06-01,Tamil Nadu,2.52,0.0,252.0,0.0
2024-06-01,Telangana,96.51,214.11,-54.93,0.02
2024-06-01,Uttar Pradesh,600.0,300.0,100.0,0.13
2024-06-01,Uttrakhand,0.0,111.4,-100.0,0.0
2024-07-01,Andhra Pradesh,2.1,3.4,-38.24,0.0
2024-07-01,Chattisgarh,2401.3,1050.7,128.54,0.52
2024-07-01,Gujarat,3536.35,4835.38,-26.87,0.77
2024-07-01,Karnataka,5792.0,1660.0,248.92,1.26
2024-07-01,Madhya Pradesh,322353.19,237371.31,35.8,70.01
2024-07-01,Maharashtra,74752.74,83570.74,-10.55,16.24
2024-07-01,Manipur,13.0,45.0,-71.11,0.0
2024-07-01,Nagaland,0.0,0.0,0.0,0.0
2024-07-01,Rajasthan,49412.34,34925.63,41.48,10.73
2024-07-01,Tamil Nadu,15.59,0.0,1559.0,0.0
2024-07-01,Telangana,102.6,111.38,-7.88,0.02
2024-07-01,Uttar Pradesh,2058.0,321.0,541.12,0.45
2024-07-01,Uttrakhand,0.0,39.1,-100.0,0.0
2024-08-01,Andhra Pradesh,1.1,2.4,-54.17,0.0
2024-08-01,Chattisgarh,1617.1,1109.0,45.82,0.6
2024-08-01,Gujarat,1884.43,5486.3,-65.65,0.7
2024-08-01,Karnataka,4203.0,1145.0,267.07,1.56
2024-08-01,Madhya Pradesh,167155.72,173529.39,-3.67,62.13
2024-08-01,Maharashtra,71515.84,69806.41,2.45,26.58
2024-08-01,Manipur,13.2,94.6,-86.05,0.0
2024-08-01,Nagaland,0.0,0.0,0.0,0.0
2024-08-01,Rajasthan,20369.8,17305.95,17.7,7.57
2024-08-01,Tamil Nadu,34.98,0.0,3498.0,0.01
2024-08-01,Telangana,38.53,75.34,-48.86,0.01
2024-08-01,Uttar Pradesh,2187.0,825.0,165.09,0.81
2024-08-01,Uttrakhand,21.2,50.8,-58.27,0.01
2024-09-01,Andhra Pradesh,0.0,1.8,-100.0,0.0
2024-09-01,Chattisgarh,2674.8,620.6,331.0,0.61
2024-09-01,Gujarat,4824.04,4129.93,16.81,1.11
2024-09-01,Karnataka,20244.0,1841.0,999.62,4.65
2024-09-01,Madhya Pradesh,252570.11,98320.77,156.88,58.01
2024-09-01,Maharashtra,102975.25,44884.17,129.42,23.65
2024-09-01,Manipur,10.41,64.3,-83.81,0.0
2024-09-01,Nagaland,0.0,0.0,0.0,0.0
2024-09-01,Rajasthan,37956.1,25845.6,46.86,8.72
2024-09-01,Tamil Nadu,32.19,0.0,3219.0,0.01
2024-09-01,Telangana,2111.63,181.79,1061.58,0.49
2024-09-01,Uttar Pradesh,11967.0,522.0,2192.53,2.75
2024-09-01,Uttrakhand,0.0,0.0,0.0,0.0
2024-10-01,Andhra Pradesh,0.0,12.2,-100.0,0.0
2024-10-01,Chattisgarh,3153.9,2411.1,30.81,0.23
2024-10-01,Gujarat,37010.21,65427.56,-43.43,2.65
2024-10-01,Karnataka,50903.0,21823.0,133.25,3.64
2024-10-01,Madhya Pradesh,768546.87,878274.47,-12.49,54.98
2024-10-01,Maharashtra,342109.77,397623.62,-13.96,24.47
2024-10-01,Manipur,12.62,101.4,-87.55,0.0
2024-10-01,Nagaland,0.0,0.0,0.0,0.0
2024-10-01,Rajasthan,141450.2,202460.4,-30.13,10.12
2024-10-01,Tamil Nadu,26.56,0.0,2656.0,0.0
2024-10-01,Telangana,11942.62,10751.37,11.08,0.85
2024-10-01,Uttar Pradesh,42748.0,4041.0,957.86,3.06
2024-10-01,Uttrakhand,0.0,1.0,-100.0,0.0
2024-11-01,Andhra Pradesh,4.8,28.4,-83.1,0.0
2024-11-01,Chattisgarh,1078.3,2895.2,-62.76,0.09
2024-11-01,Gujarat,60427.84,31382.41,92.55,5.23
2024-11-01,Karnataka,31092.0,19729.0,57.6,2.69
2024-11-01,Madhya Pradesh,642712.03,598648.79,7.36,55.6
2024-11-01,Maharashtra,318177.28,362501.56,-12.23,27.52
2024-11-01,Manipur,5.13,99.4,-94.84,0.0
2024-11-01,Nagaland,0.0,0.0,0.0,0.0
2024-11-01,Rajasthan,80317.5,86317.4,-6.95,6.95
2024-11-01,Tamil Nadu,27.94,0.0,2794.0,0.0
2024-11-01,Telangana,3118.34,8263.56,-62.26,0.27
2024-11-01,Uttar Pradesh,19036.0,4933.1,285.88,1.65
2024-11-01,Uttrakhand,0.0,0.0,0.0,0.0
2024-12-01,Andhra Pradesh,3.0,8.5,-64.71,0.0
2024-12-01,Chattisgarh,913.5,1843.5,-50.45,0.13
2024-12-01,Gujarat,30562.77,15134.14,101.95,4.25
2024-12-01,Karnataka,16581.0,8067.0,105.54,2.31
2024-12-01,Madhya Pradesh,341221.92,412317.81,-17.24,47.47
2024-12-01,Maharashtra,273656.78,148650.31,84.09,38.07
2024-12-01,Manipur,16.55,34.0,-51.32,0.0
2024-12-01,Nagaland,0.0,0.0,0.0,0.0
2024-12-01,Rajasthan,45966.1,49426.5,-7.0,6.39
2024-12-01,Tamil Nadu,31.74,0.0,3174.0,0.0
2024-12-01,Telangana,562.45,1336.64,-57.92,0.08
2024-12-01,Uttar Pradesh,9333.6,2339.0,299.04,1.3
2024-12-01,Uttrakhand,0.0,89.0,-100.0,0.0
